Track,Driver,Stint,Lap,LapTime_s,Mean_TotalG,Std_TotalG,Max_TotalG,Mean_Speed_KPH,Mean_Throttle_Pct,Mean_Brake_Pct,Session
charlotte_roval_2025,Driver A,stint_2,38,96.08333333193514,0.7767550100983802,0.4488875212309651,1.9063559441552553,135.6239234160186,75.12017352239528,4.536862553031306,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,39,96.8833333319235,0.7759925623681669,0.44737955785014566,1.9345663342954709,134.95079647453946,75.79751623603055,4.938028676491597,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,40,96.06666666526871,0.7735417781720254,0.447203109460304,1.94559651404587,135.4641138227319,73.94328713978432,4.438148938133648,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,41,95.8499999986052,0.7798229531959127,0.46131545761760306,2.018944271820206,135.67775579301306,74.84735569863578,4.184620928822969,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,42,96.86666666525707,0.7820479450827802,0.473861677330321,1.975353763309209,134.529760629315,74.3885883871202,4.193862598932282,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,43,96.11666666526799,0.7730695774193966,0.45031209013744533,1.9731648958275292,135.20577484896708,75.28150686357586,4.636834964425179,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,45,97.06666666525416,0.7692401845227623,0.45164873637794034,2.0310691317488643,134.2402005363759,74.71526992237575,4.682058204409852,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,46,103.36666666516248,0.764638020611424,0.5293897847801543,2.0140552541136687,126.53489878921381,71.92091639910144,4.177663556788521,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,47,99.43333333188639,0.7443671180605524,0.44371921636223766,1.832788493104322,130.8609396691416,73.89084351290994,4.463466413659841,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,48,98.49999999856664,0.7624018824764116,0.44075807079374846,1.8330252529462476,132.51528775707718,72.05172061843595,4.276862026262331,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,49,104.11666666515157,0.7582716643403645,0.461312924305483,1.866467287564609,124.6327989656777,72.93264002661317,6.759121356009833,Driver A | charlotte_roval_2025 | stint_2
summit_point,Driver B,stint_1,2,80.25000000004638,0.7624942818397612,0.5471381964743169,1.8277233502850676,143.41051147815793,77.60392263902203,6.106406722351328,Driver B | summit_point | stint_1
summit_point,Driver B,stint_1,4,80.48333333326013,0.7475807117684257,0.546366774319914,1.887335614434626,142.97289608499278,78.45243154675458,6.461529899974244,Driver B | summit_point | stint_1
summit_point,Driver B,stint_1,5,80.61666666659335,0.7525475809110383,0.5455049684264484,1.8567942209065884,142.79950278141422,78.04852456736361,6.245885566145501,Driver B | summit_point | stint_1
summit_point,Driver B,stint_1,6,80.49999999992684,0.7464238520110034,0.539266543388732,1.8978003968456865,142.97991375395094,77.73154345702008,6.233760186746143,Driver B | summit_point | stint_1
summit_point,Driver B,stint_1,7,80.33333333326027,0.7597349901966336,0.5390811596847971,1.8715468071620807,143.23631060730247,78.4253332927196,6.260849079173202,Driver B | summit_point | stint_1
summit_point,Driver B,stint_1,8,79.76666666659412,0.7682928135256902,0.5471078800007457,1.9256065511570921,144.09283202844497,79.6627403969221,6.445699850738252,Driver B | summit_point | stint_1
